cell_id,reaches_eol,T,t1,n_kept,q1,denominator,T_from_record_end,family_params,family_at_bound,rmse_power_law,rmse_two_term_exponential,rmse_rollover,cv_rmse_power_law,cv_rmse_two_term_exponential,cv_rmse_rollover,residual_scale_Ah,residual_mean_over_scale,n_positive,n_negative,fit_positions
HUST_5-5,True,1583,20,1583,1.1865113972028012,0.3065113972028011,True,"[1.0060438807560377, -0.07397393137142816, 0.9143343449040602, 0.17477974026690746, -0.29272291441919246]",[],0.0027165302962871836,0.0019671719047166915,0.0005574751892191575,0.005048888095908889,0.007066930581495018,0.001702398738428679,0.0005458628617194347,9.314880885568945e-13,2,0,1564
HUST_5-6,True,2460,1,2460,1.2032417255633254,0.3232417255633253,True,"[0.9933106583735336, -0.05890870567994806, 1.5378683502305843, 0.21424125775409536, -0.1875784635620628]",[],0.004171990973151257,0.0024197708840336804,0.0010157981332071533,0.00994861739577025,0.010306985149547315,0.0072074224946976784,0.0014486246183775583,4.871421244762778e-11,0,0,2460
HUST_6-1,True,1609,1,1609,1.17404611981352,0.2940461198135198,True,"[0.9939052136403139, -0.05751637817346877, 1.0109902367147392, 0.20956828112457082, -0.3108487030637938]",[],0.002905489490969291,0.00189416842018054,0.0008745559350200061,0.006290425816283927,0.005855412418379223,0.0019625215266950444,0.001034709466579236,4.3725005970350127e-10,0,0,1609
HUST_6-2,True,1908,20,1908,1.1987315846153885,0.3187315846153884,True,"[1.0069946401105665, -0.06668808959265224, 1.1394069032976535, 0.18123215291735537, -0.25441257330795697]",[],0.0034340493460603442,0.0023705240006910108,0.0005436056796343688,0.006894321212266891,0.010475962072751048,0.0011418266778683175,0.0004555270854966946,1.6953824952595416e-12,2,0,1889
HUST_6-5,True,2178,1,2178,1.1853468556332556,0.3053468556332555,True,"[0.9937660574597919, -0.05466950304693305, 1.459436934517739, 0.24647199995863334, -0.23580460297570988]",[],0.0039979750478264554,0.0017784006876101009,0.0005525350287244196,0.010115568000156016,0.008420207598292973,0.0014565310365838638,0.0004099760851147328,3.20832138179146e-11,1,6,2178
HUST_6-8,True,2450,1,2450,1.2062976310800315,0.3262976310800314,True,"[0.9897148836035308, -0.06469870226687205, 1.343507933645403, 0.10741332082594687, -0.1579457480886597]",[],0.004406734785321862,0.00356547325641721,0.0011669059161651652,0.007143688203797625,0.014138810182922543,0.0015033679459039184,0.000912375656802864,1.7036267931394079e-09,1,16,2450
HUST_7-1,True,1690,1,1690,1.1825962915306916,0.30259629153069145,True,"[0.9935174718564027, -0.059883360624944, 1.0877567391576064, 0.22111200226249472, -0.2990635158562099]",[],0.0031897492384779513,0.0017266298778930264,0.0007821018868214416,0.006965217367554219,0.007182477251362329,0.001389438773249417,0.0007851643330912674,3.591138554704677e-12,1,0,1690
HUST_7-4,True,1393,1,1393,1.172528566122766,0.2925285661227659,True,"[0.9944092877419444, -0.047970061657197006, 1.0014624825903766, 0.183137331710494, -0.4814396945167931]",[],0.0032730743526004093,0.00198502579775977,0.0008186765009008835,0.008366522568149102,0.00800249428481406,0.0023927173884886245,0.0009896802380444508,1.2952294256063046e-10,1,0,1393
HUST_7-5,True,1873,20,1873,1.1975136004144047,0.3175136004144046,True,"[1.0006164422876582, -0.06268812822971145, 1.486958481224667, 0.23866617495344986, -0.4064340229202867]",[],0.005512871628323634,0.0014435737228725189,0.0005836517589714429,0.014936054272453158,0.006604276014802432,0.0021711633706373136,0.000482772574541715,4.977592715955143e-11,0,18,1854
HUST_7-6,True,1419,1,1419,1.174396781973582,0.294396781973582,True,"[0.9939593323886452, -0.056503658762969124, 0.966116228726054, 0.1485520188074406, -0.41192945516431584]",[],0.003712058574638722,0.0024414663674964454,0.0007087281961693946,0.008620401171542343,0.01345702822423212,0.002254767760623657,0.000565667605148234,3.8986489366226806e-11,1,10,1419
HUST_7-7,True,1685,1,1685,1.174172407770008,0.29417240777000786,False,"[0.9938289567264592, -0.049022659821065, 1.1793023469861545, 0.21215508555838788, -0.3581248875113531]",[],0.0035901084758494864,0.001905621055686896,0.0007070187484508603,0.008795079602681243,0.008820880335623676,0.002460766324271217,0.0005202523859257138,1.1902226723751973e-10,1,7,1685
HUST_8-2,True,2041,1,2041,1.2005362913752917,0.3205362913752916,True,"[0.9952537235087376, -0.06783458497654703, 1.3467153948864068, 0.12048027712336869, -0.2482114272350471]",[],0.005708441672705648,0.0033064035421917965,0.0009110576057371732,0.015096504100084202,0.019550026097655528,0.006602958140432648,0.0011791976109855433,5.7628848747277447e-11,2,0,2041
HUST_8-3,True,2290,20,2290,1.19608527588708,0.3160852758870798,False,"[1.0010372162972616, -0.051190690382196154, 1.7511083245042087, 0.32846937637560225, -0.29927505021435696]",[],0.004682531974924364,0.001416964661839191,0.0007597244373533025,0.011869448943586176,0.006095580021548697,0.003500610971373963,0.0007460397222250103,1.5821237728117338e-10,1,1,2271
HUST_8-4,True,1885,1,1885,1.17896295959596,0.29896295959596,True,"[0.9943354176235265, -0.04677544607626588, 1.291609652136566, 0.21714928349148022, -0.3124884735200151]",[],0.003712348897723697,0.002186661501705967,0.000768678031165097,0.009585943106070447,0.009110118599281692,0.0017067764822531009,0.0009097867228754578,6.567442743919834e-11,0,0,1885
HUST_8-5,True,1348,1,1348,1.171830412898213,0.291830412898213,True,"[0.9945853784394297, -0.05094286737607251, 0.8755382720387367, 0.16304148298443563, -0.41826958675565673]",[],0.0027923606885220872,0.0022723242157649355,0.0007711696998210732,0.005484154309516569,0.008965292412762635,0.002356316456956132,0.0008158683238064702,2.529664330155629e-10,0,0,1348
HUST_8-7,True,2047,1,2047,1.1807953165501168,0.3007953165501167,True,"[0.9956447137786977, -0.04425114567274509, 1.2314208304467125, 0.2009108264757733, -0.2441521460356825]",[],0.003228429184820905,0.002927625633339308,0.0011815038762875384,0.005737371849846897,0.01031495005537259,0.005994587727108469,0.00144258888938703,3.0581303611476565e-10,1,0,2047
HUST_8-8,True,1679,20,1679,1.20080077601658,0.32080077601657986,True,"[1.0038104811157014, -0.07021471140592374, 1.208938103761635, 0.21633390941509698, -0.38084345979448525]",[],0.004393878127265302,0.0016547453695339906,0.000590805240680471,0.011599197843909535,0.007092890311024849,0.0009251094744344688,0.0007805656290631384,1.8236034670422934e-11,3,1,1660
HUST_9-2,True,2143,20,2143,1.2036551231287271,0.323655123128727,True,"[1.0005744168902682, -0.05647718002042027, 1.481178423206901, 0.27649054331464046, -0.2719469200686824]",[],0.004148822695285914,0.0017063935600101334,0.0007486565820531336,0.009871122274434348,0.008396337299537145,0.00325519958091932,0.0008499446889844123,4.343247303907089e-10,2,0,2124
HUST_9-3,True,1905,20,1905,1.2056246012432053,0.32562460124320514,True,"[1.0003558880544703, -0.057074295890116096, 1.5276888319063515, 0.3037607282740502, -0.4161647856951443]",[],0.004623341447395634,0.0013280598864204864,0.0008197538942740552,0.012044517784478742,0.004142535489343712,0.003647010694531754,0.0009869986401922603,2.0610393903174034e-10,1,0,1886
